ntd_id,agency,reporter_type,organization_type,city,state,report_year,agency_voms,uace_code,uza_name,primary_uza_area_sq_miles,primary_uza_population,service_area_sq_miles,service_area_population,actual_vehicle_passenger_car_miles,actual_vehicle_passenger_car_revenue_miles,actual_vehicle_passenger_car_deadhead_miles,scheduled_vehicle_passenger_car_revenue_miles,actual_vehicle_passenger_car_hours,actual_vehicle_passenger_car_revenue_hours,actual_vehicle_passenger_car_deadhead_hours,charter_service_hours,school_bus_hours,trains_in_operation,train_miles,train_revenue_miles,train_deadhead_miles,train_hours,train_revenue_hours,train_deadhead_hours,unlinked_passenger_trips_upt,ada_upt,sponsored_service_upt,passenger_miles_traveled,directional_route_miles
50315,"Shawnee Mass Transit District, dba: Shawnee Mass Transit",Rural Reporter,Independent Public Agency or Authority of Transit Service,Vienna,IL,2023,43.0,,,0.0,,,,0.0,1069815.0,0.0,0.0,0.0,33029.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,113788.0,,,0.0,0.0
50315,"Shawnee Mass Transit District, dba: Shawnee Mass Transit",Rural Reporter,Independent Public Agency or Authority of Transit Service,Vienna,IL,2024,44.0,,,0.0,,,,,1811021.0,,,,54228.0,,,,,,,,,,,142808.0,,,,
50496,Shelby County,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Shelbyville,IL,2022,29.0,,,,,,,0.0,318356.0,0.0,0.0,0.0,27852.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,53582.0,,16730.0,0.0,0.0
50496,"Shelby County , dba: Central Illinois Public Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Shelbyville,IL,2023,29.0,,,0.0,,,,0.0,581286.0,0.0,0.0,0.0,35425.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,65647.0,,22145.0,0.0,0.0
50496,"Shelby County , dba: Central Illinois Public Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Shelbyville,IL,2024,21.0,,,0.0,,,,,422492.0,,,,32358.0,,,,,,,,,,,63584.0,,23505.0,,
50327,South Central Illinois Mass Transit District,Rural Reporter,Independent Public Agency or Authority of Transit Service,Centralia,IL,2022,104.0,,,,,,,0.0,1339300.0,0.0,0.0,0.0,71093.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,321210.0,,0.0,0.0,0.0
50327,"South Central Illinois Mass Transit District, dba: South Central Transit",Rural Reporter,Independent Public Agency or Authority of Transit Service,Centralia,IL,2023,110.0,,,0.0,,,,0.0,1493598.0,0.0,0.0,0.0,80684.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,368543.0,,0.0,0.0,0.0
50327,"South Central Illinois Mass Transit District, dba: South Central Transit",Rural Reporter,Independent Public Agency or Authority of Transit Service,Centralia,IL,2024,112.0,,,0.0,,,,,1593175.0,,,,89103.0,,,,,,,,,,,404716.0,,0.0,,
50059,"Springfield Mass Transit District, dba: Sangamon Mass Transit District",Full Reporter,Independent Public Agency or Authority of Transit Service,Springfield,IL,2022,63.0,83899.0,"Springfield, IL",81.74,159265.0,65.0,153594.0,2360991.0,2243608.0,117383.0,1837449.0,166067.0,160202.0,5865.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1030069.0,67422.0,7717.0,3958235.0,0.0
50059,"Springfield Mass Transit District, dba: Sangamon Mass Transit District",Full Reporter,Independent Public Agency or Authority of Transit Service,Springfield,IL,2023,66.0,83899.0,"Springfield, IL",81.74,159265.0,65.0,153594.0,2357127.0,2238083.0,119044.0,1799546.0,164969.0,158954.0,6015.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1319966.0,79524.0,8259.0,5001748.0,0.0
50059,"Springfield Mass Transit District, dba: Sangamon Mass Transit District",Full Reporter,Independent Public Agency or Authority of Transit Service,Springfield,IL,2024,66.0,83899.0,"Springfield, IL",81.74,159265.0,175.0,167405.0,2432167.0,2314509.0,117658.0,1806878.0,170396.0,164856.0,5540.0,0.0,0.0,,,,,,,,1439300.0,88139.0,7500.0,5462116.0,
50420,Tazewell County,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Pekin,IL,2022,17.0,,,,,,,0.0,417264.0,0.0,0.0,0.0,15614.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,39782.0,,0.0,0.0,0.0
50420,"Tazewell County, dba: TCRC Inc., DBA We Care",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Pekin,IL,2023,16.0,,,0.0,,,,0.0,397055.0,0.0,0.0,0.0,15123.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,37370.0,,0.0,0.0,0.0
50420,"Tazewell County, dba: TCRC Inc., DBA We Care",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Pekin,IL,2024,15.0,,,0.0,,,,,397906.0,,,,16050.0,,,,,,,,,,,36335.0,,0.0,,
50547,Town of Cicero,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Cicero,IL,2024,5.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,6.0,81004.0,,30751.0,,,,3621.0,,,,,,,,,,,5413.0,,0.0,,
50561,"Triton College, dba: Success Express",Reduced Reporter,University,River Grove,IL,2024,2.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,1.0,10644.0,,9478.0,,,,557.0,,,,,,,,,,,9753.0,,,,
50545,Village of Bellwood,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Bellwood,IL,2024,2.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,2.0,18789.0,,21172.0,,,,2387.0,,,,,,,,,,,5883.0,,0.0,,
50563,Village of Crestwood,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Crestwood,IL,2024,1.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,6.0,10826.0,,8834.0,,,,1722.0,,,,,,,,,,,3876.0,,0.0,,
50562,Village of Elmwood Park,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Elmwood Park,IL,2024,1.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,5.0,23604.0,,11444.0,,,,837.0,,,,,,,,,,,3348.0,,0.0,,
50559,Village of Forest Park,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Forest Park,IL,2024,2.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,17.0,14340.0,,13463.0,,,,3016.0,,,,,,,,,,,5816.0,,0.0,,
50536,Village of Fox Lake,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Fox Lake,IL,2024,1.0,76474.0,"Round Lake Beach--McHenry--Grayslake, IL--WI",127.61,261835.0,9.0,10798.0,,6503.0,,,,987.0,,,,,,,,,,,1954.0,,0.0,,
50537,Village of Harwood Heights,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Harwood Heights,IL,2024,1.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,1.0,9065.0,,9301.0,,,,1470.0,,,,,,,,,,,4346.0,,0.0,,
50538,Village of Melrose Park,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Melrose Park,IL,2024,2.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,5.0,25000.0,,9357.0,,,,809.0,,,,,,,,,,,6242.0,,0.0,,
50560,"Village of Norridge, dba: Norridge Bus Service",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Norridge,IL,2024,1.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,2.0,14000.0,,8955.0,,,,900.0,,,,,,,,,,,1488.0,,,,
50550,Village of Orland Hills,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Orland Hills,IL,2024,1.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,33.0,6893.0,,11445.0,,,,1141.0,,,,,,,,,,,2445.0,,0.0,,
50549,Village of Orland Park,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Orland Park,IL,2024,1.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,22.0,57074.0,,8145.0,,,,746.0,,,,,,,,,,,948.0,,0.0,,
50564,"Village of Park Forest, dba: Jolly Trolley",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Park Forest,IL,2024,2.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,5.0,21000.0,,18211.0,,,,1075.0,,,,,,,,,,,6397.0,,0.0,,
50540,Village of River Grove,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",River Grove,IL,2024,1.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,20.0,10000.0,,6094.0,,,,524.0,,,,,,,,,,,2482.0,,0.0,,
50566,Village of Schaumburg,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Schaumburg,IL,2024,11.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,19.0,78723.0,,150727.0,,,,14524.0,,,,,,,,,,,36289.0,,0.0,,
50541,"Village of South Chicago Heights, dba: Courtesy Transportation Van",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",South Chicago Heights,IL,2024,1.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,20.0,4100.0,,2935.0,,,,172.0,,,,,,,,,,,560.0,,0.0,,
50215,Voluntary Action Center,Reduced Reporter,Private-Non-Profit Corporation,Sycamore,IL,2022,21.0,22960.0,"DeKalb, IL",25.63,64736.0,608.0,65653.0,0.0,321925.0,0.0,0.0,0.0,20352.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,35694.0,,15730.0,0.0,0.0
50215,Voluntary Action Center,Reduced Reporter,Private-Non-Profit Corporation,Sycamore,IL,2023,20.0,22960.0,"DeKalb, IL",25.63,64736.0,631.0,100420.0,0.0,332853.0,0.0,0.0,0.0,22738.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,58468.0,,24361.0,0.0,0.0
50215,Voluntary Action Center,Reduced Reporter,Private-Non-Profit Corporation,Sycamore,IL,2024,19.0,22960.0,"DeKalb, IL",25.63,64736.0,631.0,100420.0,,327452.0,,,,21516.0,,,,,,,,,,,54854.0,,10452.0,,
50283,Warren County,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Monmouth,IL,2022,9.0,,,,,,,0.0,130488.0,0.0,0.0,0.0,11764.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,49415.0,,0.0,0.0,0.0
50283,"Warren County, dba: Warren County Public Transportation",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Monmouth,IL,2023,6.0,,,0.0,,,,0.0,139543.0,0.0,0.0,0.0,15797.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,49917.0,,0.0,0.0,0.0
50283,"Warren County, dba: Warren County Public Transportation",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Monmouth,IL,2024,7.0,,,0.0,,,,,117584.0,,,,11673.0,,,,,,,,,,,39771.0,,0.0,,
50556,"Washington Township, dba: Township Dial-A-Ride",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Beecher,IL,2024,1.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,73.0,3500.0,,1665.0,,,,98.0,,,,,,,,,,,436.0,,0.0,,
50542,Waukegan Township,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Waukegan,IL,2024,1.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,25.0,86003.0,,5768.0,,,,582.0,,,,,,,,,,,1307.0,,0.0,,
50414,West Central Mass Transit District,Rural Reporter,Independent Public Agency or Authority of Transit Service,Jacksonville,IL,2022,32.0,,,,,,,0.0,501617.0,0.0,0.0,0.0,34413.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,86956.0,,0.0,0.0,0.0
50414,West Central Mass Transit District,Rural Reporter,Independent Public Agency or Authority of Transit Service,Jacksonville,IL,2023,32.0,,,0.0,,,,0.0,515746.0,0.0,0.0,0.0,36880.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,94832.0,,0.0,0.0,0.0
50414,West Central Mass Transit District,Rural Reporter,Independent Public Agency or Authority of Transit Service,Jacksonville,IL,2024,25.0,,,0.0,,,,,551042.0,,,,37248.0,,,,,,,,,,,90200.0,,0.0,,
50543,Wheeling Township,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Arlington Heights,IL,2024,7.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,36.0,155000.0,,133205.0,,,,8910.0,,,,,,,,,,,19835.0,,0.0,,
50458,Whiteside County,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Morrison,IL,2022,14.0,,,,,,,0.0,140443.0,0.0,0.0,0.0,11439.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,29929.0,,0.0,0.0,0.0
50458,"Whiteside County, dba: Whiteside County Public Transportation",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Morrison,IL,2023,7.0,,,0.0,,,,0.0,178293.0,0.0,0.0,0.0,12992.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,29571.0,,0.0,0.0,0.0
50458,"Whiteside County, dba: Whiteside County Public Transportation",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Morrison,IL,2024,13.0,,,0.0,,,,,171272.0,,,,11842.0,,,,,,,,,,,33061.0,,0.0,,
50329,Woodford County,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Eureka,IL,2022,9.0,,,,,,,0.0,247257.0,0.0,0.0,0.0,8343.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,8814.0,,0.0,0.0,0.0
50329,"Woodford County, dba: We Care, Inc.",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Eureka,IL,2023,8.0,,,0.0,,,,0.0,258103.0,0.0,0.0,0.0,8704.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,9591.0,,0.0,0.0,0.0
50329,"Woodford County, dba: We Care, Inc.",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Eureka,IL,2024,7.0,,,0.0,,,,,283527.0,,,,9691.0,,,,,,,,,,,10884.0,,0.0,,
50544,Worth Township,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Alsip,IL,2024,3.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,32.0,152934.0,,24318.0,,,,1625.0,,,,,,,,,,,6654.0,,0.0,,
50256,Access Johnson County,Reduced Reporter,Private-Non-Profit Corporation,Franklin,IN,2022,16.0,41212.0,"Indianapolis, IN",722.55,1699881.0,1046.0,199332.0,0.0,439317.0,0.0,0.0,0.0,29677.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,52856.0,,0.0,0.0,0.0
50256,Access Johnson County,Reduced Reporter,Private-Non-Profit Corporation,Franklin,IN,2023,16.0,41212.0,"Indianapolis, IN",722.55,1699881.0,1046.0,199332.0,0.0,461194.0,0.0,0.0,0.0,31035.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,57200.0,,0.0,0.0,0.0
50256,Access Johnson County,Reduced Reporter,Private-Non-Profit Corporation,Franklin,IN,2024,16.0,41212.0,"Indianapolis, IN",722.55,1699881.0,1046.0,199332.0,,434442.0,,,,29638.0,,,,,,,,,,,54895.0,,0.0,,
55676,"Adams County Council on Aging , dba: Adams County Public Transit",Rural Reporter,Private-Non-Profit Corporation,Decatur,IN,2024,7.0,,,0.0,,,,,77261.0,,,,8818.0,,,,,,,,,,,8740.0,,0.0,,
50308,"Area 10 Council on Aging of Monroe County, dba: Rural Transit",Rural Reporter,Area Agency on Aging,Ellettsville,IN,2022,14.0,,,,,,,0.0,311739.0,0.0,0.0,0.0,20757.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,38415.0,,0.0,0.0,0.0
50308,"Area 10 Council on Aging of Monroe County, dba: Rural Transit",Rural Reporter,Area Agency on Aging,Ellettsville,IN,2023,12.0,,,0.0,,,,0.0,360589.0,0.0,0.0,0.0,23678.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,32160.0,,0.0,0.0,0.0
50308,"Area 10 Council on Aging of Monroe County, dba: Rural Transit",Rural Reporter,Area Agency on Aging,Ellettsville,IN,2024,12.0,,,0.0,,,,,322536.0,,,,23936.0,,,,,,,,,,,43508.0,,0.0,,
50365,"Area IV Agency on Aging and Community Action Programs , dba: Tippecanoe County Transit",Rural Reporter,Area Agency on Aging,Lafayette,IN,2022,5.0,,,,,,,0.0,12869.0,0.0,0.0,0.0,1031.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,725.0,,0.0,0.0,0.0
50365,"Area IV Agency on Aging and Community Action Programs , dba: Tippecanoe County Transportation",Rural Reporter,Area Agency on Aging,Lafayette,IN,2023,5.0,,,0.0,,,,0.0,36476.0,0.0,0.0,0.0,5857.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,2279.0,,0.0,0.0,0.0
50365,"Area IV Agency on Aging and Community Action Programs , dba: Tippecanoe County Transportation",Rural Reporter,Area Agency on Aging,Lafayette,IN,2024,3.0,,,0.0,,,,,18900.0,,,,5294.0,,,,,,,,,,,1935.0,,0.0,,
50110,Bloomington Public Transportation Corporation,Full Reporter,Independent Public Agency or Authority of Transit Service,Bloomington,IN,2022,31.0,8380.0,"Bloomington, IN",43.04,110103.0,21.0,86987.0,1044554.0,1003684.0,40870.0,909532.0,98396.0,95108.0,3288.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1955258.0,15376.0,7947.0,4645556.0,0.0
50110,"Bloomington Public Transportation Corporation, dba: Bloomington Transit",Full Reporter,Independent Public Agency or Authority of Transit Service,Bloomington,IN,2023,51.0,8380.0,"Bloomington, IN",43.04,110103.0,21.0,86987.0,1089104.0,1068665.0,44818.0,921679.0,104207.0,100255.0,5215.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,2466143.0,21181.0,9235.0,5840341.0,0.0
50110,"Bloomington Public Transportation Corporation, dba: Bloomington Transit",Full Reporter,Independent Public Agency or Authority of Transit Service,Bloomington,IN,2024,55.0,8380.0,"Bloomington, IN",43.04,110103.0,21.0,86987.0,1137885.0,1129017.0,47614.0,969469.0,111328.0,101721.0,11617.0,0.0,0.0,,,,,,,,2595814.0,22672.0,9120.0,4021619.0,
50347,"Blue River Services , dba: Southern Indiana Transit System",Rural Reporter,Private-Non-Profit Corporation,Corydon,IN,2022,14.0,,,,,,,0.0,156183.0,0.0,0.0,0.0,7024.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,18500.0,,0.0,0.0,0.0
50347,"Blue River Services , dba: Southern Indiana Transit System",Rural Reporter,Private-Non-Profit Corporation,Corydon,IN,2023,11.0,,,0.0,,,,0.0,153119.0,0.0,0.0,0.0,7412.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,18488.0,,0.0,0.0,0.0
50347,"Blue River Services , dba: Southern Indiana Transit System",Rural Reporter,Private-Non-Profit Corporation,Corydon,IN,2024,9.0,,,0.0,,,,,136573.0,,,,6734.0,,,,,,,,,,,16213.0,,0.0,,
50230,"Boone County Senior Services, Inc., dba: Boone Area Transit System",Rural Reporter,Private-Non-Profit Corporation,Lebanon,IN,2023,12.0,,,0.0,,,,0.0,220234.0,0.0,0.0,0.0,17780.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,21426.0,,0.0,0.0,0.0
50230,"Boone County Senior Services, Inc., dba: Boone Area Transit System",Rural Reporter,Private-Non-Profit Corporation,Lebanon,IN,2024,12.0,,,0.0,,,,,213128.0,,,,17657.0,,,,,,,,,,,22112.0,,0.0,,
50230,"Boone County Senior Services, dba: Boone Area Transit System",Rural Reporter,Private-Non-Profit Corporation,Lebanon,IN,2022,12.0,,,,,,,0.0,232288.0,0.0,0.0,0.0,16148.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,18613.0,,0.0,0.0,0.0
55665,"Brown County YMCA, dba: ACCESS Brown County Public Transit",Rural Reporter,Private-Non-Profit Corporation,Nashville,IN,2022,3.0,,,,,,,0.0,93372.0,0.0,0.0,0.0,4524.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,5552.0,,0.0,0.0,0.0
55665,"Brown County YMCA, dba: ACCESS Brown County Public Transit",Rural Reporter,Private-Non-Profit Corporation,Nashville,IN,2023,4.0,,,0.0,,,,0.0,96496.0,0.0,0.0,0.0,5208.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,5803.0,,0.0,0.0,0.0
55665,"Brown County YMCA, dba: ACCESS Brown County Public Transit",Rural Reporter,Private-Non-Profit Corporation,Nashville,IN,2024,4.0,,,0.0,,,,,103049.0,,,,6560.0,,,,,,,,,,,6825.0,,0.0,,
50289,"Cardinal Services , dba: Kosciusko Area Bus Service",Rural Reporter,Private-Non-Profit Corporation,Warsaw,IN,2022,9.0,,,,,,,0.0,127436.0,0.0,0.0,0.0,8885.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,35563.0,,0.0,0.0,0.0
50289,"Cardinal Services , dba: Kosciusko Area Bus Service",Rural Reporter,Private-Non-Profit Corporation,Warsaw,IN,2023,9.0,,,0.0,,,,0.0,141612.0,0.0,0.0,0.0,11418.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,37746.0,,0.0,0.0,0.0
50289,"Cardinal Services , dba: Kosciusko Area Bus Service",Rural Reporter,Private-Non-Profit Corporation,Warsaw,IN,2024,9.0,,,0.0,,,,,182438.0,,,,14443.0,,,,,,,,,,,40118.0,,0.0,,
50281,"Cass County Council on Aging , dba: Cass Area Transit",Rural Reporter,Private-Non-Profit Corporation,Logansport,IN,2022,20.0,,,,,,,0.0,536848.0,0.0,0.0,0.0,30968.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,102289.0,,0.0,0.0,0.0
50281,"Cass County Council on Aging , dba: Cass Area Transit",Rural Reporter,Private-Non-Profit Corporation,Logansport,IN,2023,20.0,,,0.0,,,,0.0,543250.0,0.0,0.0,0.0,31111.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,102809.0,,0.0,0.0,0.0
50281,"Cass County Council on Aging , dba: Cass Area Transit",Rural Reporter,Private-Non-Profit Corporation,Logansport,IN,2024,20.0,,,0.0,,,,,413640.0,,,,24787.0,,,,,,,,,,,74748.0,,0.0,,
50209,Central Indiana Regional Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Indianapolis,IN,2022,34.0,41212.0,"Indianapolis, IN",722.55,1699881.0,368.0,864447.0,934822.0,923909.0,10913.0,182520.0,25126.0,24173.0,953.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,147038.0,,,6760313.0,0.0
50209,Central Indiana Regional Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Indianapolis,IN,2023,21.0,41212.0,"Indianapolis, IN",722.55,1699881.0,368.0,864447.0,520166.0,490429.0,29737.0,133971.0,15506.0,14696.0,810.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,77455.0,,,2961618.0,0.0
50209,Central Indiana Regional Transportation Authority,Full Reporter,Independent Public Agency or Authority of Transit Service,Indianapolis,IN,2024,16.0,41212.0,"Indianapolis, IN",722.55,1699881.0,368.0,864447.0,529867.0,493039.0,36828.0,160011.0,16542.0,15303.0,1239.0,0.0,0.0,,,,,,,,81734.0,,,3190455.0,
50041,"City of Anderson , dba: City of Anderson Transit System",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Anderson,IN,2022,12.0,2386.0,"Anderson, IN",52.17,79517.0,45.0,55076.0,0.0,448175.0,0.0,0.0,0.0,30826.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,102236.0,,0.0,0.0,0.0
50041,"City of Anderson , dba: City of Anderson Transit System",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Anderson,IN,2023,12.0,2386.0,"Anderson, IN",52.17,79517.0,45.0,55076.0,0.0,396710.0,0.0,0.0,0.0,31500.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,107284.0,,0.0,0.0,0.0
50041,"City of Anderson , dba: City of Anderson Transit System",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Anderson,IN,2024,12.0,2386.0,"Anderson, IN",52.17,79517.0,45.0,55076.0,,398303.0,,,,32261.0,,,,,,,,,,,103971.0,,0.0,,
50407,"City of Bedford, dba: Transit Authority of Stone City",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Bedford,IN,2022,5.0,,,,,,,0.0,60185.0,0.0,0.0,0.0,6225.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,20398.0,,0.0,0.0,0.0
50407,"City of Bedford, dba: Transit Authority of Stone City",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Bedford,IN,2023,5.0,,,0.0,,,,0.0,71744.0,0.0,0.0,0.0,7701.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,25468.0,,0.0,0.0,0.0
50407,"City of Bedford, dba: Transit Authority of Stone City",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Bedford,IN,2024,5.0,,,0.0,,,,,70085.0,,,,6931.0,,,,,,,,,,,25953.0,,0.0,,
50177,"City of Columbus, dba: ColumBus Transit",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Columbus,IN,2022,9.0,19126.0,"Columbus, IN",27.86,60982.0,27.0,44634.0,0.0,323632.0,0.0,0.0,0.0,29412.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,168618.0,,0.0,0.0,0.0
50177,"City of Columbus, dba: ColumBus Transit",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Columbus,IN,2023,10.0,19126.0,"Columbus, IN",27.86,60982.0,28.0,50474.0,0.0,316052.0,0.0,0.0,0.0,29467.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,217636.0,,0.0,0.0,0.0
50177,"City of Columbus, dba: ColumBus Transit",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",Columbus,IN,2024,10.0,19126.0,"Columbus, IN",27.86,60982.0,28.0,50474.0,,313193.0,,,,29816.0,,,,,,,,,,,226319.0,,0.0,,
50042,"City of East Chicago, dba: EAST CHICAGO TRANSIT",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",East Chicago,IN,2023,3.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,11.0,26370.0,0.0,84672.0,0.0,0.0,0.0,7292.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,53703.0,,0.0,0.0,0.0
50042,"City of East Chicago, dba: EAST CHICAGO TRANSIT",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",East Chicago,IN,2024,3.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,11.0,26370.0,,80171.0,,,,6796.0,,,,,,,,,,,53129.0,,0.0,,
50042,"City of East Chicago, dba: East Chicago Transit",Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",East Chicago,IN,2022,3.0,16264.0,"Chicago, IL--IN",2337.89,8671746.0,11.0,26370.0,0.0,92919.0,0.0,0.0,0.0,8388.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,48755.0,,0.0,0.0,0.0
50043,City of Evansville,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Evansville,IN,2023,29.0,28333.0,"Evansville, IN",112.75,206855.0,45.0,118930.0,1253647.0,1215693.0,37954.0,1024932.0,92013.0,88238.0,3775.0,,,0.0,0.0,0.0,,0.0,0.0,,906183.0,24369.0,,3415960.0,0.0
50043,City of Evansville,Full Reporter,"City, County or Local Government Unit or Department of Transportation",Evansville,IN,2024,28.0,28333.0,"Evansville, IN",112.75,206855.0,236.0,179810.0,1228067.0,1174484.0,53583.0,983898.0,93180.0,87576.0,5604.0,,,,,,,,,,820320.0,22805.0,,3133447.0,
50354,"City of Huntingburg, dba: Huntingburg Transit System",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Huntingburg,IN,2022,3.0,,,,,,,0.0,23116.0,0.0,0.0,0.0,2666.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,11589.0,,0.0,0.0,0.0
